PROVINCIA,CANTON,PARROQUIA,ZONA,SECTOR,MANZANA,No. DE VIVIENDA,No. DE HOGAR,Area urbana o rural,Tipo de vivienda,Via de acceso principal a la vivienda,Condición de ocupación de la vivienda,Material predominante del techo o cubierta de la vivienda,Material predominante de las paredes exteriores de la vivienda,Material predominante del piso de la vivienda,Estado del techo de la vivienda,Estado de las paredes de la vivienda,Estado del piso de la vivienda,De donde proviene principalmente el agua que recibe la vivienda,El agua que recibe la vivienda es,El servicio higiénico o escusado de la vivienda es,El servicio de luz (energía) eléctrica de la vivienda proviene principalmente,Dispone la vivienda de medidor de energía eléctrica,Cuantos focos ahorradores tiene su vivienda,Cuantos focos convencionales tiene su vivienda,Principalmente como elimina la basura,"Sin contar la cocina, el baño y cuartos de negocio.Cuantos cuartos tiene la vivienda","Todas las personas que duermen en esta vivienda, cocinan sus alimentos en forma conjunta y comparten un mismo gasto para la comida",nro_hogares,Total_Personas,Total de dormitorios de la vivienda,Total de emigrantes,Identificador de manzana,viv_id,hog_id,Nombre de provincia,Nombre de cantón,Nombre de parroquia
Orellana,01,51,999,017,03,012,1,Area rural,Choza,Calle o carretera lastrada o de tierra,Desocupada,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901703,22015199901703012,220151999017030121,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,017,03,013,1,Area rural,Casa/Villa,Calle o carretera lastrada o de tierra,En construcción,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901703,22015199901703013,220151999017030131,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,017,03,015,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Desocupada,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901703,22015199901703015,220151999017030151,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,017,03,018,1,Area rural,Covacha,"Camino, sendero, chaquiñan",Desocupada,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901703,22015199901703018,220151999017030181,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,017,03,024,1,Area rural,Covacha,"Camino, sendero, chaquiñan",Desocupada,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901703,22015199901703024,220151999017030241,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,017,03,025,1,Area rural,Casa/Villa,Calle o carretera lastrada o de tierra,Desocupada,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901703,22015199901703025,220151999017030251,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,017,03,026,1,Area rural,Covacha,Calle o carretera lastrada o de tierra,Desocupada,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901703,22015199901703026,220151999017030261,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,017,03,029,1,Area rural,Choza,Calle o carretera lastrada o de tierra,Desocupada,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901703,22015199901703029,220151999017030291,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,017,04,004,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Desocupada,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901704,22015199901704004,220151999017040041,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,017,04,005,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Desocupada,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901704,22015199901704005,220151999017040051,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,017,04,006,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Desocupada,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901704,22015199901704006,220151999017040061,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,017,04,008,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Desocupada,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901704,22015199901704008,220151999017040081,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,017,04,014,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Desocupada,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901704,22015199901704014,220151999017040141,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,017,05,009,1,Area rural,Rancho,Calle o carretera empedrada,Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901705,22015199901705009,220151999017050091,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,017,06,003,1,Area rural,Choza,"Camino, sendero, chaquiñan",En construcción,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901706,22015199901706003,220151999017060031,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,017,06,004,1,Area rural,Covacha,"Camino, sendero, chaquiñan",Desocupada,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901706,22015199901706004,220151999017060041,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,017,06,006,1,Area rural,Covacha,"Camino, sendero, chaquiñan",Desocupada,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901706,22015199901706006,220151999017060061,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,017,06,007,1,Area rural,Covacha,"Camino, sendero, chaquiñan",Desocupada,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901706,22015199901706007,220151999017060071,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,017,06,008,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Desocupada,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901706,22015199901706008,220151999017060081,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,017,06,009,1,Area rural,Covacha,"Camino, sendero, chaquiñan",Desocupada,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901706,22015199901706009,220151999017060091,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,017,06,010,1,Area rural,Covacha,"Camino, sendero, chaquiñan",Desocupada,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901706,22015199901706010,220151999017060101,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,017,06,011,1,Area rural,Choza,"Camino, sendero, chaquiñan",En construcción,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901706,22015199901706011,220151999017060111,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,017,06,015,1,Area rural,Rancho,"Camino, sendero, chaquiñan",En construcción,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901706,22015199901706015,220151999017060151,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,017,06,016,1,Area rural,Covacha,Calle o carretera lastrada o de tierra,Desocupada,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901706,22015199901706016,220151999017060161,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,017,06,022,1,Area rural,Choza,"Camino, sendero, chaquiñan",Desocupada,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901706,22015199901706022,220151999017060221,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,017,07,003,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901707,22015199901707003,220151999017070031,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,017,07,004,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901707,22015199901707004,220151999017070041,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,017,07,005,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901707,22015199901707005,220151999017070051,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,017,07,006,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Desocupada,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901707,22015199901707006,220151999017070061,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,017,07,007,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901707,22015199901707007,220151999017070071,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,017,07,008,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901707,22015199901707008,220151999017070081,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,018,01,002,1,Area rural,Casa/Villa,"Calle o carretera adoquinada, pavimentada o de concreto",En construcción,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901801,22015199901801002,220151999018010021,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,018,01,004,1,Area rural,Casa/Villa,"Calle o carretera adoquinada, pavimentada o de concreto",Desocupada,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901801,22015199901801004,220151999018010041,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,018,01,008,1,Area rural,Casa/Villa,"Calle o carretera adoquinada, pavimentada o de concreto",Desocupada,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901801,22015199901801008,220151999018010081,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,018,01,013,1,Area rural,Casa/Villa,"Calle o carretera adoquinada, pavimentada o de concreto",En construcción,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901801,22015199901801013,220151999018010131,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,018,01,014,1,Area rural,Casa/Villa,"Calle o carretera adoquinada, pavimentada o de concreto",Desocupada,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901801,22015199901801014,220151999018010141,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,018,01,016,1,Area rural,Casa/Villa,"Calle o carretera adoquinada, pavimentada o de concreto",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901801,22015199901801016,220151999018010161,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,018,01,017,1,Area rural,Casa/Villa,"Calle o carretera adoquinada, pavimentada o de concreto",Desocupada,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901801,22015199901801017,220151999018010171,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,018,01,021,1,Area rural,Casa/Villa,"Calle o carretera adoquinada, pavimentada o de concreto",Desocupada,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901801,22015199901801021,220151999018010211,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,018,01,022,1,Area rural,Otra vivienda particular,"Calle o carretera adoquinada, pavimentada o de concreto",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901801,22015199901801022,220151999018010221,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,018,01,023,1,Area rural,Casa/Villa,"Calle o carretera adoquinada, pavimentada o de concreto",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901801,22015199901801023,220151999018010231,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,018,01,027,1,Area rural,Cuarto(s) en casa de inquilinato,"Calle o carretera adoquinada, pavimentada o de concreto",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901801,22015199901801027,220151999018010271,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,018,01,028,1,Area rural,Cuarto(s) en casa de inquilinato,"Calle o carretera adoquinada, pavimentada o de concreto",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901801,22015199901801028,220151999018010281,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,018,01,029,1,Area rural,Cuarto(s) en casa de inquilinato,"Calle o carretera adoquinada, pavimentada o de concreto",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901801,22015199901801029,220151999018010291,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,018,01,032,1,Area rural,Mediagua,"Calle o carretera adoquinada, pavimentada o de concreto",Desocupada,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901801,22015199901801032,220151999018010321,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,018,01,037,1,Area rural,Casa/Villa,"Calle o carretera adoquinada, pavimentada o de concreto",En construcción,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901801,22015199901801037,220151999018010371,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,018,01,046,1,Area rural,Casa/Villa,"Calle o carretera adoquinada, pavimentada o de concreto",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901801,22015199901801046,220151999018010461,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,018,01,047,1,Area rural,Casa/Villa,"Calle o carretera adoquinada, pavimentada o de concreto",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901801,22015199901801047,220151999018010471,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,018,01,048,1,Area rural,Casa/Villa,"Calle o carretera adoquinada, pavimentada o de concreto",En construcción,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901801,22015199901801048,220151999018010481,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,018,01,051,1,Area rural,Casa/Villa,"Calle o carretera adoquinada, pavimentada o de concreto",En construcción,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901801,22015199901801051,220151999018010511,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,018,02,003,1,Area rural,Rancho,"Calle o carretera adoquinada, pavimentada o de concreto",Desocupada,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901802,22015199901802003,220151999018020031,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,018,02,020,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901802,22015199901802020,220151999018020201,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,018,03,006,1,Area rural,Rancho,"Calle o carretera adoquinada, pavimentada o de concreto",En construcción,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901803,22015199901803006,220151999018030061,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,018,03,008,1,Area rural,Rancho,"Calle o carretera adoquinada, pavimentada o de concreto",Desocupada,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901803,22015199901803008,220151999018030081,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,018,03,011,1,Area rural,Rancho,Calle o carretera lastrada o de tierra,Ocupada con personas ausentes,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901803,22015199901803011,220151999018030111,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,018,03,016,1,Area rural,Rancho,Calle o carretera empedrada,Desocupada,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901803,22015199901803016,220151999018030161,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,018,04,003,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Desocupada,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901804,22015199901804003,220151999018040031,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,018,04,006,1,Area rural,Rancho,"Camino, sendero, chaquiñan",Desocupada,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901804,22015199901804006,220151999018040061,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,018,04,009,1,Area rural,Rancho,"Calle o carretera adoquinada, pavimentada o de concreto",Desocupada,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901804,22015199901804009,220151999018040091,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,018,05,008,1,Area rural,Casa/Villa,Calle o carretera lastrada o de tierra,Desocupada,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901805,22015199901805008,220151999018050081,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,018,05,009,1,Area rural,Casa/Villa,Calle o carretera lastrada o de tierra,Desocupada,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901805,22015199901805009,220151999018050091,ORELLANA,ORELLANA,DAYUMA
Orellana,01,51,999,018,05,013,1,Area rural,Casa/Villa,Calle o carretera lastrada o de tierra,Desocupada,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,#NULL !,0,#NULL !,#NULL !,22015199901805,22015199901805013,220151999018050131,ORELLANA,ORELLANA,DAYUMA
